player_matchName,player_playerId,team_name,contestantId,duelLost,aerialLost,player_position,player_positionSide,player_subPosition,successfulOpenPlayPass,totalContest,duelWon,penAreaEntries,accurateBackZonePass,possWonDef3rd,wonContest,accurateFwdZonePass,openPlayPass,totalBackZonePass,minsPlayed,fwdPass,finalThirdEntries,ballRecovery,totalFwdZonePass,successfulFinalThirdPasses,totalFinalThirdPasses,attAssistOpenplay,aerialWon,totalAttAssist,possWonMid3rd,interception,totalCrossNocorner,interceptionWon,attOpenplay,touchesInOppBox,attemptsIbox,totalThroughBall,possWonAtt3rd,accurateCrossNocorner,bigChanceCreated,accurateThroughBall,totalLayoffs,accurateLayoffs,totalFastbreak,shotFastbreak,formationUsed,totalLongBalls,goals,label,match_id,date,possLostAll,country,league_name,season
T. Sommer,5jdkdvxssuc8gvzwwrq5bs76y,SønderjyskE,aljua8crr0vkwit0j3m59jw9j,,,Midfielder,Centre,NaN,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,433,,NaN,Hvidovre vs SønderjyskE,79jeosst8ly6dco5lexsmpwd0,2025-09-16,,DNK,DBU_Pokalen,2025_2026
M. Cherif,637840asun7f3wo16c5zkhi50,SønderjyskE,aljua8crr0vkwit0j3m59jw9j,,,Midfielder,Centre/Right,NaN,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,433,,NaN,Hvidovre vs SønderjyskE,79jeosst8ly6dco5lexsmpwd0,2025-09-16,,DNK,DBU_Pokalen,2025_2026
A. Lyng,7foqorbwhgqjghtxa2nax6kgk,SønderjyskE,aljua8crr0vkwit0j3m59jw9j,,,Striker,Left/Centre,NaN,,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,433,,NaN,Hvidovre vs SønderjyskE,79jeosst8ly6dco5lexsmpwd0,2025-09-16,,DNK,DBU_Pokalen,2025_2026
M. Hoppe,9ki0zmbky1zluxnz63008ozmy,SønderjyskE,aljua8crr0vkwit0j3m59jw9j,,,Striker,Centre,NaN,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,433,,1,Hvidovre vs SønderjyskE,79jeosst8ly6dco5lexsmpwd0,2025-09-16,,DNK,DBU_Pokalen,2025_2026
L. Qamili,3ejggtt1du1cui3wc1f8oqx62,SønderjyskE,aljua8crr0vkwit0j3m59jw9j,,,Striker,Centre/Right,NaN,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,433,,NaN,Hvidovre vs SønderjyskE,79jeosst8ly6dco5lexsmpwd0,2025-09-16,,DNK,DBU_Pokalen,2025_2026
M. Agger,adg5dfvzxjrzlz1n2jsfeyx3o,SønderjyskE,aljua8crr0vkwit0j3m59jw9j,,,Substitute,NaN,Attacker,,,,,,,,,,,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,433,,NaN,Hvidovre vs SønderjyskE,79jeosst8ly6dco5lexsmpwd0,2025-09-16,,DNK,DBU_Pokalen,2025_2026
E. Duru,7sbdudf1vycn8hinw0giakpyi,SønderjyskE,aljua8crr0vkwit0j3m59jw9j,,,Substitute,NaN,Defender,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,433,,NaN,Hvidovre vs SønderjyskE,79jeosst8ly6dco5lexsmpwd0,2025-09-16,,DNK,DBU_Pokalen,2025_2026
R. Vinderslev,5j9d1plbsd5ic01r3ggziutwp,SønderjyskE,aljua8crr0vkwit0j3m59jw9j,,,Substitute,NaN,Midfielder,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,433,,NaN,Hvidovre vs SønderjyskE,79jeosst8ly6dco5lexsmpwd0,2025-09-16,,DNK,DBU_Pokalen,2025_2026
A. Hoeg,5ram2md0ezy9gq621zaa22fpw,SønderjyskE,aljua8crr0vkwit0j3m59jw9j,,,Substitute,NaN,Midfielder,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,433,,NaN,Hvidovre vs SønderjyskE,79jeosst8ly6dco5lexsmpwd0,2025-09-16,,DNK,DBU_Pokalen,2025_2026
O. Hyseni,94560hgwsjkx8qgz48f7gzitw,SønderjyskE,aljua8crr0vkwit0j3m59jw9j,,,Substitute,NaN,Attacker,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,433,,NaN,Hvidovre vs SønderjyskE,79jeosst8ly6dco5lexsmpwd0,2025-09-16,,DNK,DBU_Pokalen,2025_2026
K. Ingason,a8opuarwq9byw73nhfgvo9nca,SønderjyskE,aljua8crr0vkwit0j3m59jw9j,,,Substitute,NaN,Attacker,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,433,,1,Hvidovre vs SønderjyskE,79jeosst8ly6dco5lexsmpwd0,2025-09-16,,DNK,DBU_Pokalen,2025_2026
P. Kristensen,30jdlk11jgdcosrpoww41anf8,SønderjyskE,aljua8crr0vkwit0j3m59jw9j,,,Substitute,NaN,Defender,,,,,,,,,,,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,433,,NaN,Hvidovre vs SønderjyskE,79jeosst8ly6dco5lexsmpwd0,2025-09-16,,DNK,DBU_Pokalen,2025_2026
B. Peña,9zx0qi6gbfnvt6wwpkgprhy50,SønderjyskE,aljua8crr0vkwit0j3m59jw9j,,,Substitute,NaN,Goalkeeper,,,,,,,,,,,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,433,,NaN,Hvidovre vs SønderjyskE,79jeosst8ly6dco5lexsmpwd0,2025-09-16,,DNK,DBU_Pokalen,2025_2026
A. Vogtmann,6in4qqej6re7ruokm2spdpr10,SønderjyskE,aljua8crr0vkwit0j3m59jw9j,,,Substitute,NaN,Defender,,,,,,,,,,,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,433,,NaN,Hvidovre vs SønderjyskE,79jeosst8ly6dco5lexsmpwd0,2025-09-16,,DNK,DBU_Pokalen,2025_2026
A. Ravn,4qz1pnlx3d0m5wkhpocl0euj8,Hvidovre,8gxd9ry2580pu1b1dd5ny9ymy,,,Goalkeeper,Centre,NaN,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,343,,NaN,Hvidovre vs Sønderjyske,79jeosst8ly6dco5lexsmpwd0,2025-09-16,,DNK,DBU_Pokalen,2025_2026
H. Bedzeti,4h35dzyugo35y8h99m3cx0wlw,Hvidovre,8gxd9ry2580pu1b1dd5ny9ymy,,,Defender,Left/Centre,NaN,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,343,,NaN,Hvidovre vs Sønderjyske,79jeosst8ly6dco5lexsmpwd0,2025-09-16,,DNK,DBU_Pokalen,2025_2026
M. Kiilerich,630daj1ef34rczbhng0eoncvd,Hvidovre,8gxd9ry2580pu1b1dd5ny9ymy,,,Defender,Centre,NaN,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,343,,NaN,Hvidovre vs Sønderjyske,79jeosst8ly6dco5lexsmpwd0,2025-09-16,,DNK,DBU_Pokalen,2025_2026
A. Iljazovski,bfvdr7ckiersz26ya2kq9f1g4,Hvidovre,8gxd9ry2580pu1b1dd5ny9ymy,,,Defender,Centre/Right,NaN,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,343,,NaN,Hvidovre vs Sønderjyske,79jeosst8ly6dco5lexsmpwd0,2025-09-16,,DNK,DBU_Pokalen,2025_2026
M. Elvius,6c2isptqoy4cq5c8rlr9s1roq,Hvidovre,8gxd9ry2580pu1b1dd5ny9ymy,,,Midfielder,Left,NaN,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,343,,NaN,Hvidovre vs Sønderjyske,79jeosst8ly6dco5lexsmpwd0,2025-09-16,,DNK,DBU_Pokalen,2025_2026
F. Krogstad,dm6xpphbyyooqriwaambi7njd,Hvidovre,8gxd9ry2580pu1b1dd5ny9ymy,,,Midfielder,Left/Centre,NaN,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,343,,NaN,Hvidovre vs Sønderjyske,79jeosst8ly6dco5lexsmpwd0,2025-09-16,,DNK,DBU_Pokalen,2025_2026
A. Smed,dncrhma6gwcn6pxiu7hfc6qz8,Hvidovre,8gxd9ry2580pu1b1dd5ny9ymy,,,Midfielder,Centre/Right,NaN,,,,,,,,,,,68,,,,,,,,,,,,,,,,,,,,,,,,,,343,,NaN,Hvidovre vs Sønderjyske,79jeosst8ly6dco5lexsmpwd0,2025-09-16,,DNK,DBU_Pokalen,2025_2026
M. Fredslund,45dqseup0cmujyl4nprr29y0a,Hvidovre,8gxd9ry2580pu1b1dd5ny9ymy,,,Midfielder,Right,NaN,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,343,,NaN,Hvidovre vs Sønderjyske,79jeosst8ly6dco5lexsmpwd0,2025-09-16,,DNK,DBU_Pokalen,2025_2026
A. Johansen,7ymn0ytcqi6l43nqraxt9s1zo,Hvidovre,8gxd9ry2580pu1b1dd5ny9ymy,,,Striker,Left/Centre,NaN,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,343,,NaN,Hvidovre vs Sønderjyske,79jeosst8ly6dco5lexsmpwd0,2025-09-16,,DNK,DBU_Pokalen,2025_2026
F. Høgh,9tt9eo9bsff7dp7aqjal1obo4,Hvidovre,8gxd9ry2580pu1b1dd5ny9ymy,,,Striker,Centre,NaN,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,343,,1,Hvidovre vs Sønderjyske,79jeosst8ly6dco5lexsmpwd0,2025-09-16,,DNK,DBU_Pokalen,2025_2026
O. Kjærgaard,cl4xl80n4gew1ox03r3ooshrd,Hvidovre,8gxd9ry2580pu1b1dd5ny9ymy,,,Striker,Centre/Right,NaN,,,,,,,,,,,82,,,,,,,,,,,,,,,,,,,,,,,,,,343,,NaN,Hvidovre vs Sønderjyske,79jeosst8ly6dco5lexsmpwd0,2025-09-16,,DNK,DBU_Pokalen,2025_2026
E. Aby,907vtkod58b7986k7u1619gr8,Hvidovre,8gxd9ry2580pu1b1dd5ny9ymy,,,Substitute,NaN,Attacker,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,343,,NaN,Hvidovre vs Sønderjyske,79jeosst8ly6dco5lexsmpwd0,2025-09-16,,DNK,DBU_Pokalen,2025_2026
M. Knudsen,1basznqpux0hkrrd06eaxodsl,Hvidovre,8gxd9ry2580pu1b1dd5ny9ymy,,,Substitute,NaN,Midfielder,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,343,,NaN,Hvidovre vs Sønderjyske,79jeosst8ly6dco5lexsmpwd0,2025-09-16,,DNK,DBU_Pokalen,2025_2026
M. Brylov,8r9iqig43yjty7l1oq6yg73mc,Hvidovre,8gxd9ry2580pu1b1dd5ny9ymy,,,Substitute,NaN,Goalkeeper,,,,,,,,,,,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,343,,NaN,Hvidovre vs Sønderjyske,79jeosst8ly6dco5lexsmpwd0,2025-09-16,,DNK,DBU_Pokalen,2025_2026
N. Clausen,6dzg820946z4848whaa6ny2nd,Hvidovre,8gxd9ry2580pu1b1dd5ny9ymy,,,Substitute,NaN,Defender,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,343,,NaN,Hvidovre vs Sønderjyske,79jeosst8ly6dco5lexsmpwd0,2025-09-16,,DNK,DBU_Pokalen,2025_2026
M. Egho,4m9sp9mxlsjk6fv7v218yqfv9,Hvidovre,8gxd9ry2580pu1b1dd5ny9ymy,,,Substitute,NaN,Attacker,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,343,,NaN,Hvidovre vs Sønderjyske,79jeosst8ly6dco5lexsmpwd0,2025-09-16,,DNK,DBU_Pokalen,2025_2026
F. Holst,8j4dopnj90j99t46el27ettjp,Hvidovre,8gxd9ry2580pu1b1dd5ny9ymy,,,Substitute,NaN,Midfielder,,,,,,,,,,,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,343,,NaN,Hvidovre vs Sønderjyske,79jeosst8ly6dco5lexsmpwd0,2025-09-16,,DNK,DBU_Pokalen,2025_2026
S. Koch,8viazilbghyogmhd7w3lg2six,Hvidovre,8gxd9ry2580pu1b1dd5ny9ymy,,,Substitute,NaN,Attacker,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,343,,NaN,Hvidovre vs Sønderjyske,79jeosst8ly6dco5lexsmpwd0,2025-09-16,,DNK,DBU_Pokalen,2025_2026
M. Spelmann,615e0bjcd0tyge047sy43y5sl,Hvidovre,8gxd9ry2580pu1b1dd5ny9ymy,,,Substitute,NaN,Midfielder,,,,,,,,,,,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,343,,NaN,Hvidovre vs Sønderjyske,79jeosst8ly6dco5lexsmpwd0,2025-09-16,,DNK,DBU_Pokalen,2025_2026
D. Stenderup,a30gduuv9d1s4pkthgu2jhyol,Hvidovre,8gxd9ry2580pu1b1dd5ny9ymy,,,Substitute,NaN,Defender,,,,,,,,,,,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,343,,NaN,Hvidovre vs Sønderjyske,79jeosst8ly6dco5lexsmpwd0,2025-09-16,,DNK,DBU_Pokalen,2025_2026
N. Flø,a6ham5hnwv62w3tynikyal68l,Sønderjyske,aljua8crr0vkwit0j3m59jw9j,,,Goalkeeper,Centre,NaN,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,433,,NaN,Hvidovre vs Sønderjyske,79jeosst8ly6dco5lexsmpwd0,2025-09-16,,DNK,DBU_Pokalen,2025_2026
R. Sigurgeirsson,agn71kap290gs92nelbv2rey2,Sønderjyske,aljua8crr0vkwit0j3m59jw9j,,,Defender,Left,NaN,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,433,,NaN,Hvidovre vs Sønderjyske,79jeosst8ly6dco5lexsmpwd0,2025-09-16,,DNK,DBU_Pokalen,2025_2026
M. Soulas,6rd849oap6uh93wdwjk8590q1,Sønderjyske,aljua8crr0vkwit0j3m59jw9j,,,Defender,Left/Centre,NaN,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,433,,NaN,Hvidovre vs Sønderjyske,79jeosst8ly6dco5lexsmpwd0,2025-09-16,,DNK,DBU_Pokalen,2025_2026
M. Jensen,6ul2nma4j0a7e2li6wyyrpal1,Sønderjyske,aljua8crr0vkwit0j3m59jw9j,,,Defender,Centre/Right,NaN,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,433,,NaN,Hvidovre vs Sønderjyske,79jeosst8ly6dco5lexsmpwd0,2025-09-16,,DNK,DBU_Pokalen,2025_2026
S. Wæver,dglnk6pm8tm5cvb9dgqlz6kus,Sønderjyske,aljua8crr0vkwit0j3m59jw9j,,,Defender,Right,NaN,,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,433,,NaN,Hvidovre vs Sønderjyske,79jeosst8ly6dco5lexsmpwd0,2025-09-16,,DNK,DBU_Pokalen,2025_2026
A. Rrahmani,d4emkl168o7w0fy7shqdp6t5g,Sønderjyske,aljua8crr0vkwit0j3m59jw9j,,,Midfielder,Left/Centre,NaN,,,,,,,,,,,83,,,,,,,,,,,,,,,,,,,,,,,,,,433,,NaN,Hvidovre vs Sønderjyske,79jeosst8ly6dco5lexsmpwd0,2025-09-16,,DNK,DBU_Pokalen,2025_2026
T. Sommer,5jdkdvxssuc8gvzwwrq5bs76y,Sønderjyske,aljua8crr0vkwit0j3m59jw9j,,,Midfielder,Centre,NaN,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,433,,NaN,Hvidovre vs Sønderjyske,79jeosst8ly6dco5lexsmpwd0,2025-09-16,,DNK,DBU_Pokalen,2025_2026
M. Cherif,637840asun7f3wo16c5zkhi50,Sønderjyske,aljua8crr0vkwit0j3m59jw9j,,,Midfielder,Centre/Right,NaN,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,433,,NaN,Hvidovre vs Sønderjyske,79jeosst8ly6dco5lexsmpwd0,2025-09-16,,DNK,DBU_Pokalen,2025_2026
A. Lyng,7foqorbwhgqjghtxa2nax6kgk,Sønderjyske,aljua8crr0vkwit0j3m59jw9j,,,Striker,Left/Centre,NaN,,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,433,,NaN,Hvidovre vs Sønderjyske,79jeosst8ly6dco5lexsmpwd0,2025-09-16,,DNK,DBU_Pokalen,2025_2026
M. Hoppe,9ki0zmbky1zluxnz63008ozmy,Sønderjyske,aljua8crr0vkwit0j3m59jw9j,,,Striker,Centre,NaN,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,433,,1,Hvidovre vs Sønderjyske,79jeosst8ly6dco5lexsmpwd0,2025-09-16,,DNK,DBU_Pokalen,2025_2026
L. Qamili,3ejggtt1du1cui3wc1f8oqx62,Sønderjyske,aljua8crr0vkwit0j3m59jw9j,,,Striker,Centre/Right,NaN,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,433,,NaN,Hvidovre vs Sønderjyske,79jeosst8ly6dco5lexsmpwd0,2025-09-16,,DNK,DBU_Pokalen,2025_2026
